year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Kia,Optima,LX,Sedan,,knagm4a79d5406239,ab,4,53566,silver,gray,"wth car rental ulc",11700,12700,Thu Jan 15 2015 03:30:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag5dc593684,il,4.7,68728,silver,black,"dtg operations inc",21300,21700,Thu Dec 18 2014 10:30:00 GMT-0800 (PST)
2013,Kia,Forte,EX,Sedan,automatic,knafu4a26d5728305,il,3.6,18229,silver,gray,"wells fargo dealer services",10750,10600,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Optima,EX,Sedan,automatic,5xxgn4a77dg259320,fl,4.9,12534,white,tan,"regional acceptance corporation / greenville",17150,17700,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a78dg256588,tx,3.4,29818,red,tan,"tdaf remarketing",13150,13500,Wed Jan 21 2015 02:15:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg4dl571544,il,3.8,5746,white,black,"mercedes benz of chicago",28100,26500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad7d5040495,fl,4.7,10524,silver,—,"coral springs honda",16400,15500,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Sport,SUV,automatic,1c4ajwag6dl595540,nv,4.8,24105,white,black,"price auto group, llc",20200,19800,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2013,Kia,Forte,Koup EX,Koup,automatic,knafu6a21d5738803,wa,3.8,17022,white,black,"kia motors finance",12250,12500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg8dl578092,pr,4.4,27983,blue,black,"oriental bank",25000,22900,Thu Feb 05 2015 03:30:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Sahara,SUV,,1c4ajwbg5dl677354,pa,4.9,44784,white,black,"brandywine chrysler jeep dodge",23700,23900,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Sport,SUV,manual,1c4ajwag3dl584804,ga,4.7,7678,gray,black,"carworks inc",21300,21000,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1c4bjweg0dl562127,pa,4.7,13127,gray,black,"smith haven chrysler jeep dodge",30500,30250,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2013,Infiniti,M,M37x,Sedan,automatic,jn1by1ar3dm602042,oh,3.3,38203,gray,tan,"avis corporation",26400,25500,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg8dl501691,nc,4,86271,white,gray,"neuwirth motors inc",22500,18300,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a74dg212264,az,,31759,burgundy,beige,"salazar used cars",13150,13200,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Kia,Forte,EX,Sedan,,knafu4a20d5666867,in,,16499,red,—,"garlitch ford chrysler dodge jeep",10900,13000,Thu Dec 18 2014 10:10:00 GMT-0800 (PST)
2013,Kia,Forte,EX,Sedan,automatic,knafu4a23d5672100,ga,2.8,56888,black,gray,"kia motors finance",9100,8400,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg7dl602155,az,4.4,27003,green,black,"truwest credit union",26900,26700,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Rubicon,SUV,manual,1c4bjwfg6dl548358,pa,4.8,21465,black,black,"smith haven chrysler jeep dodge",32100,30500,Fri Jan 09 2015 09:30:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjebg3dc656869,nv,4.7,23112,blue,black,"enterprise veh exchange/rental",27600,28100,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2013,Kia,Forte,EX,Sedan,,knafu4a22d5740175,pa,4.5,6134,gray,gray,"kia motors finance",11350,11700,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a73dg116335,wi,2.1,30067,white,gray,"arlington hgts chry dod jeep",13200,11400,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2013,Infiniti,M,M37x,Sedan,automatic,jn1by1ar4dm602955,tn,4.9,22570,—,beige,"nissan north america inc.",30600,36800,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Jeep,Compass,Limited,SUV,automatic,1c4njdcb4dd145600,ma,3.4,52429,red,tan,"ge fleet services for itself/servicer",14450,14600,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Sport,SUV,automatic,1c4ajwag1dl655160,fl,4.7,16608,black,black,"suntrust bank",21500,20000,Wed Jan 21 2015 01:10:00 GMT-0800 (PST)
2013,Kia,Optima,EX,Sedan,automatic,5xxgn4a71dg201980,oh,4.4,15937,silver,gray,"wells fargo dealer services",16950,17000,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2013,Jeep,Compass,Sport,SUV,automatic,1c4njdbb3dd271464,il,2.6,18575,black,black,"chrysler capital",14050,12300,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjfbg5dc633048,az,3.7,36118,black,black,"avis corporation",27500,27900,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Kia,Optima,EX,Sedan,automatic,5xxgn4a71dg130473,az,,41607,black,gray,"honda of superstition springs",14900,16200,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjeag3dc588820,pa,4.4,46705,silver,gray,"transitowne hyundai",19150,18000,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Rubicon,SUV,automatic,1c4hjwfg9dl700952,fl,4.1,36826,gray,red,"chrysler capital",31300,32900,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2013,Jeep,Patriot,Sport,SUV,automatic,1c4njpbaxdd234985,fl,,100625,white,black,"pines auto brokers",7325,7000,Wed Dec 17 2014 09:35:00 GMT-0800 (PST)
2013,Jeep,Patriot,Latitude,SUV,automatic,1c4njpfbxdd116616,nc,3.4,33738,blue,tan,"santander consumer",11850,11900,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sahara,SUV,,1c4bjweg8dl537394,pa,4.8,17023,lime,black,"big tree auto brokers",30000,31000,Fri Dec 19 2014 09:15:00 GMT-0800 (PST)
2013,Kia,Forte,EX,Sedan,automatic,knafu4a20d5657604,ga,,51538,white,beige,"kia motors finance",9325,7100,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Jeep,Patriot,Latitude,SUV,automatic,1c4njpfb2dd208268,fl,,44373,blue,tan,"fuccillo kia of cape coral",13500,12000,Wed Dec 17 2014 16:00:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Overland,SUV,,1c4rjfct8dc595634,pa,4.2,10762,gray,brown,"us bank",33800,35200,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2013,Kia,Forte,EX,Sedan,automatic,knafu4a27d5736302,nv,1,1,red,—,"hertz damaged liquidation",11550,4800,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a72dg182777,wi,3.9,25966,black,tan,"kia motors america, inc",13350,12700,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Sport,SUV,manual,1c4ajwagxdl626966,tx,4.9,5725,silver,black,"hopper motorplex inc",21600,20800,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Sport,SUV,,1c4ajwag4dl682045,pa,5,15865,—,black,"adcock brothers inc",20800,22700,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a79dg115092,nc,3.3,65686,white,beige,"remarketing by ge/flagship credit acceptance",11050,10000,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a7xdg151129,ga,3.9,44797,red,gray,"car and truck rentals",12400,12500,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,manual,kndjt2a56d7556053,mn,4.7,18769,white,black,"kia motors finance",11300,10900,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2013,Kia,Soul,+,Wagon,manual,kndjt2a66d7567787,ga,3.6,23277,black,black,"kia motors finance",12400,11700,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a51d7749324,nv,4.3,35929,black,black,"unique autos",10000,10900,Fri Dec 19 2014 11:45:00 GMT-0800 (PST)
2013,Lexus,ES 350,Base,Sedan,automatic,jthbk1gg9d2032479,fl,4.3,19794,gray,gray,"audi pembroke pines",28600,26800,Fri Jan 30 2015 01:35:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a5xd7612804,fl,4.6,19129,black,black,"santander consumer",10950,11900,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,,kndjt2a50d7496237,ga,4.1,37636,green,black,"kia motors finance",9875,10400,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Soul,+,Wagon,automatic,kndjt2a61d7523731,tn,,46510,green,black,"riverchase used car center inc",11050,11500,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2013,Kia,Sportage,Base,SUV,automatic,kndpb3a25d7382954,tn,5,59243,black,black,"wholesale inc # 2",12100,13500,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a59d7612325,oh,3.3,23108,green,black,"wells fargo dealer services",10850,10000,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a6xdg245827,mn,4.6,11169,blue,black,"kia motors finance",22400,22200,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,automatic,5xyktda60dg359259,il,,31404,burgundy,—,"world hyundai matteson",15850,16500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Sorento,SX,SUV,automatic,5xykw4a26dg354085,il,3.7,54919,silver,black,"evergreen kia",19200,19000,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2013,Kia,Sportage,EX,SUV,automatic,kndpcca22d7396260,wi,3.3,21385,brown,black,"kia motors america, inc",21100,20000,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,,5xxgr4a66dg125250,pa,4.1,18828,black,black,"kia motors finance",21700,21800,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a59d7612373,nc,3.2,43347,green,black,"chrysler capital",9600,9500,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,,5xykt3a17dg378454,nj,,23389,gray,—,"action auto group llc",15100,15600,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a5xd7512198,mn,1.9,93103,black,black,"kia motors finance",8825,3000,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d4xda762289,pa,4.4,15569,blue,beige,"fairfield chevrolet cadillac",52500,52000,Thu Dec 18 2014 09:00:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a54d7581047,ga,2.3,10955,silver,black,"kia motors finance",11450,9500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a37d6125132,ca,4.1,53091,white,gray,"arrowhead auto group inc",9325,9000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,,kndjt2a58d7635269,pa,4.9,12619,red,black,"kia motors finance",11450,11900,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a67dg111521,tx,,27395,red,—,"wichita falls ford lin merc",21000,20400,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Hatchback,automatic,knadm5a34d6229390,la,1,45018,white,—,"dtg operations inc",8950,2500,Thu Jan 22 2015 02:30:00 GMT-0800 (PST)
2013,Kia,Soul,+,Wagon,automatic,kndjt2a69d7542690,pr,4.6,5687,beige,black,"scotiabank de puerto rico",13400,13600,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a62dg214250,ga,4.2,27598,gray,black,"kia motors finance",21000,22200,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a68dg113150,nv,4.3,32767,black,black,"unique autos",20500,21600,Fri Dec 19 2014 11:45:00 GMT-0800 (PST)
2013,Kia,Sportage,LX,SUV,automatic,kndpbca26d7436147,mo,4.5,40307,red,black,"avis corporation",15150,15300,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a61dg130551,fl,1.9,33783,brown,black,"kia motors finance",20300,17500,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Sorento,EX,SUV,,5xykuda29dg388026,pa,4.5,22593,gray,black,"kia motors finance",22300,21000,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a64dg108592,ga,4.6,21590,beige,black,"macon deals inc",21500,20000,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover,HSE,SUV,automatic,salgs2df9da106801,mi,5,44535,black,black,"kevins marysville auto sales inc",82000,80250,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover,HSE,SUV,automatic,salgs2df3da111346,ca,4.2,44373,black,black,"jaguar land rover thousand oaks",80000,81000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a63dg137114,il,2.3,15307,black,black,"evergreen kia",21600,18500,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a32d6164825,ga,4.1,49953,silver,black,"kia motors finance",9700,9300,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,manual,kndjt2a54d7594624,nv,4.9,13027,red,gray,"fairway chevrolet",11350,11000,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
2013,Lexus,ES 300h,Base,Sedan,automatic,jthbw1gg8d2003995,il,,37624,black,—,"lujacks northpark auto plaza",30000,30500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,manual,kndjt2a55d7562880,ga,,30905,black,gray,"landmark dodge inc",10300,8900,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Soul,+,Wagon,,kndjt2a61d7590703,pa,4.4,16677,white,black,"ford-lincoln dealer program",13150,14900,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,automatic,jthbe1bl5d5021845,ga,4.7,12700,white,black,"carworks inc",35400,38600,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,,5xykt3a68dg324768,ga,4.2,26869,black,black,"bmw alphera/alphera financial services",14800,14800,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a78dg170410,ne,2.7,58830,black,gray,"the hertz corporation",11300,10300,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a77dg142369,ga,2.4,50205,gray,gray,"wells fargo dealer services",12100,11400,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Supercharged Limited Edition,SUV,automatic,salsh2e4xda772796,pa,3.9,67474,white,black,"martin auto sales inc",59200,47000,Tue Dec 30 2014 09:00:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a51d7579658,fl,4.4,23976,gray,black,"onemain rem/silva auto sales",10700,11000,Fri Dec 19 2014 00:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a39d6241206,mn,2.8,27634,white,tan,"kia motors finance",9075,8900,Wed Jan 14 2015 10:30:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a57d7573458,oh,1.9,21160,white,black,"wells fargo dealer services",10900,9000,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,automatic,5xykt4a26dg402922,az,2.7,31555,silver,gray,"remarketing of america",16300,13000,Thu Jan 08 2015 11:00:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a65dg104003,va,4.2,30345,silver,black,"mtk auto",20200,19400,Thu Jan 22 2015 01:05:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a57d7500753,tx,3.6,47592,gray,black,"wells fargo dealer services",9275,9500,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a73dg221554,sc,3.7,40695,white,gray,"enterprise veh exchange/rental",12650,12700,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,salvp1bgxdh729401,sc,4.7,11939,white,beige,"myrddin fleet services",36800,37500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Sorento,EX,SUV,automatic,5xykuda25dg372020,ny,4.2,17801,gray,gray,"j zap llc",23000,21900,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a59d7581044,fl,3,40265,gray,black,"gm financial",9725,10600,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a30d6145903,pr,2.9,27518,beige,black,"reliable financial services inc",9450,8500,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a35d6158839,mn,3.8,25899,black,tan,"kia motors finance",8900,9300,Wed Jan 14 2015 10:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a63dg139459,az,4.1,39488,black,black,"earnhardt",20000,19100,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Kia,Sorento,SX,SUV,automatic,5xykw4a2xdg323812,fl,4.3,49467,black,gray,"d&a fine cars",18450,19200,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a32d6184993,fl,2,29616,white,gray,"remarketing by ge/space coast credit union",8925,7300,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2013,Lexus,ES 350,Base,Sedan,automatic,jthbk1gg0d2067783,fl,4.3,29672,gray,gray,"lexus of north miami",27800,27500,Wed Jan 07 2015 01:35:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a37d6105995,pr,2.8,31687,black,black,"oriental bank",9200,8500,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,,5xxgr4a65dg100646,pa,3.5,29754,black,black,"ford-lincoln dealer program",20500,20600,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2013,Lexus,ES 350,Base,Sedan,automatic,jthbk1gg3d2024510,fl,4.4,16187,red,off-white,"d&a fine cars",29000,27400,Tue Jan 27 2015 01:20:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,manual,kndjt2a57d7497840,tx,,45399,white,black,"edwards motor company inc",9475,9000,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Kia,Rio,EX,Sedan,automatic,knadn4a30d6238790,pr,4.2,16910,white,black,"oriental bank",9200,10000,Tue Dec 23 2014 11:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a64dg107667,fl,,29351,gray,gray,"jenkins hyundai",20800,20000,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2013,Lexus,ES 300h,Base,Sedan,automatic,jthbw1gg4d2018994,fl,4.1,18951,beige,tan,"pompano ford lincoln mercury",31800,28400,Fri Dec 19 2014 09:35:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,,5xxgr4a69dg128739,pa,2.2,33321,red,black,"kia motors finance",20500,17100,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,automatic,5xykt3a15dg396757,ga,4.4,20881,black,tan,"don jackson chrysler dodge jeep",15250,15800,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a30d6303589,pr,3.3,2716,white,gray,"reliable financial services inc",9200,10500,Tue Dec 30 2014 11:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a33d6183853,pr,4.4,31816,silver,black,"d cars corp",9375,9300,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a66dg190440,wa,3.9,15244,silver,gray,"kia motors finance",22000,21800,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a61dg119016,ga,3.7,36835,black,black,"kia motors finance",20200,20600,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,automatic,5xykt4a60dg326892,ga,4.6,45954,black,black,"kia motors finance",13600,15400,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Lexus,ES 300h,Base,Sedan,automatic,jthbw1gg6d2025123,il,3.6,12289,white,black,"mcgrath lexus of chicago",32500,33100,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Hatchback,automatic,knadm5a39d6248842,ny,,23122,white,—,"mid hudson subaru",9650,7000,Wed Dec 17 2014 09:00:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a73dg212028,tx,4.2,35932,white,beige,"landers mclarty honda",12900,12300,Tue Dec 30 2014 11:00:00 GMT-0800 (PST)
2013,Kia,Soul,+,Wagon,,kndjt2a60d7537605,ga,4.3,46292,white,black,"car and truck rentals",11100,11100,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a79dg141918,in,3.5,42230,burgundy,tan,"gm financial",12550,11900,Thu Dec 18 2014 10:10:00 GMT-0800 (PST)
2013,Lexus,ES 350,Base,Sedan,,jthbk1gg5d2054639,tn,4.8,34846,white,tan,"wholesale inc # 2",27800,28250,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,salvp2bg0dh847334,ca,4.7,10297,gray,gray,"high bid trading co inc",39100,38250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Kia,Rio,EX,Sedan,automatic,knadn4a36d6128231,ga,2.4,40690,white,gray,"kia motors finance",9725,8300,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Kia,Sportage,EX,SUV,automatic,kndpc3a21d7528702,tx,,22990,brown,—,"cm investments",18500,21000,Mon Dec 22 2014 10:00:00 GMT-0800 (PST)
2013,Lexus,ES 350,Base,Sedan,automatic,jthbk1gg7d2061768,fl,4.7,9815,black,black,"jm lexus",30200,31000,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Sportage,LX,SUV,automatic,kndpbca27d7397603,oh,4.7,19170,black,black,"wells fargo dealer services",16450,16800,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,manual,kndjt2a51d7761957,tx,2.5,16273,silver,black,"texas auto brokers",11350,10100,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Hatchback,automatic,knadm5a38d6241008,fl,,35601,white,black,"fuccillo kia of cape coral",8975,9500,Wed Dec 17 2014 16:00:00 GMT-0800 (PST)
2013,Lexus,ES 300h,Base,Sedan,automatic,jthbw1gg3d2002284,fl,4.4,55626,blue,gray,"lexus of pembroke pines",26800,27000,Wed Jan 07 2015 01:35:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,automatic,5xykt3a12dg394531,ga,2,52816,black,black,"kia motors finance",14250,11300,Thu Feb 12 2015 02:00:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,manual,kndjt2a56d7772436,nc,4.1,20995,black,black,"santander consumer",10900,9900,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,,5xxgr4a62dg102256,pa,2.8,58312,white,gray,"kia motors finance",18100,17500,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a56d7557915,fl,2.4,37638,green,black,"gte fcu",9875,8400,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,automatic,kndjt2a51d7562133,fl,4.4,27044,red,black,"us bank",10500,10700,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a78dg193072,sc,2,40578,black,beige,"dtag tra",12550,6100,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Kia,Rio,EX,Sedan,automatic,knadn4a34d6296885,il,4.2,21253,black,gray,"kia motors america/isg",9375,8900,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Lexus,CT 200h,Base,Hatchback,automatic,jthkd5bh1d2144324,nj,4.4,12492,silver,black,"lexus of southampton",24100,23500,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Hatchback,automatic,knadm5a34d6274345,mi,4.4,22125,red,beige,"santander consumer",9700,9600,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure,SUV,automatic,salvn2bg9dh743978,oh,5,21973,black,tan,"pauley motor car co preowned vehicles llc",32400,33600,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2013,Kia,Sportage,EX,SUV,automatic,kndpcca27d7388929,nc,4.3,70373,red,black,"remarketing by ge/the credit union loan source",16250,16100,Tue Jan 06 2015 01:15:00 GMT-0800 (PST)
2013,Lexus,ES 350,Base,Sedan,automatic,jthbk1gg4d2043230,tx,4.2,28662,red,beige,"music city autoplex llc",27900,27750,Wed Jan 07 2015 10:20:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,automatic,jthbe1bl5d5017455,ga,4.4,13125,blue,black,"lexus financial services",35200,35400,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
